"","sub_region_1","sub_region_2","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-06","2020-06-07","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-13","2020-06-14","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-20","2020-06-21","2020-06-22","2020-06-23"
"1691","New York","Schoharie County",-11,3,24,2,4,12,-21,-1,4,4,-3,14,-14,-4,-13,9,7,25,-4,24,-8,2,17,12,-5,18,40,30,33,38,64,20,25,27,10,0,16,-18,-20,-1,-5,-8,-20,-22,2,-19,-5,-17,-29,-16,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","New York","Schuyler County",7,4,-6,-7,2,-2,2,2,NA,19,4,11,-9,2,4,17,-2,9,-4,5,-5,-2,NA,7,-2,7,23,21,35,NA,46,35,26,21,17,19,4,-22,-12,-19,9,-5,-19,-4,-15,-14,-9,-5,-2,-4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","New York","Seneca County",11,-1,6,-5,-5,-4,-7,26,1,11,3,10,-3,-6,8,13,27,36,15,39,4,19,19,28,18,28,51,39,59,48,92,65,59,38,47,62,-1,-20,4,0,9,-11,11,31,11,3,12,8,11,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","New York","St. Lawrence County",-8,2,5,-4,-1,-7,-5,-2,7,6,4,5,-14,4,3,17,11,17,9,5,0,3,13,19,3,11,25,22,23,35,50,25,16,10,9,-3,-7,-25,-16,-13,-19,-20,-24,-22,-13,-12,-4,-12,-15,-18,-16,-2,17,11,9,12,22,-51,-14,-10,-6,-10,-17,-15,-15,-7,-13,-12,-9,-14,-10,-10,-4,-4,-4,-5,-3,-1,9,8,9,2,4,-6,10,14,-1,1,7,-1,-5,1,10,9,11,15,19,14,19,26,6,11,17,10,3,6,11,22,14,18,19,10,11,20,20,18,17,17,8,6,18,17,19,22,20,13,20,35,22,23
"1695","New York","Steuben County",-1,2,-2,-3,0,-1,1,2,9,6,4,10,0,4,0,16,8,10,7,10,0,1,14,11,8,15,26,27,33,23,40,21,13,6,9,-8,-17,-36,-20,-25,-22,-22,-31,-23,-24,-22,-12,-17,-17,-16,-21,-11,-2,-3,-3,-7,8,-43,-24,-17,-10,-15,-20,-21,-21,-18,-8,-6,-9,-7,-3,-15,-2,2,4,-1,10,9,17,4,15,5,11,2,19,14,-1,6,9,6,3,15,6,6,13,16,18,13,23,23,9,17,16,13,9,16,9,17,15,17,19,14,24,19,17,19,17,19,18,19,16,17,21,18,17,16,26,23,13,16
"1696","New York","Suffolk County",-3,-6,0,-6,-3,-2,-3,2,0,0,-3,1,1,1,4,3,5,2,6,6,4,8,5,8,7,10,27,29,19,9,25,10,8,3,13,1,-18,-30,-14,-19,-14,-15,-23,-31,-19,-19,-16,-17,-21,-20,-30,-18,-3,-4,-6,4,9,-44,-39,-14,-16,-15,-17,-22,-24,-20,-23,-15,-16,-21,-14,-31,-19,-13,-18,-17,-14,-11,-17,-15,-9,-15,-8,-8,2,-9,-20,-10,-10,-9,-8,-6,-12,-10,-7,-4,-2,-1,-7,-5,-10,-8,-5,-5,-4,-1,-6,-5,-4,-3,0,-2,1,-3,-2,1,1,-3,5,7,0,1,4,3,5,8,16,4,-1,5
"1697","New York","Sullivan County",-3,0,-10,-4,-3,6,-4,10,6,-1,-3,6,1,1,-2,11,6,5,7,12,1,20,1,15,6,13,29,32,46,46,51,27,22,27,27,24,24,-25,2,-14,19,5,-7,-8,3,3,12,16,12,10,9,NA,NA,NA,NA,NA,NA,-49,-10,4,7,8,-2,-5,NA,5,-4,-3,5,-3,7,NA,7,10,1,2,8,24,NA,13,17,8,19,11,18,24,2,10,10,17,21,29,27,15,12,23,30,35,31,NA,20,23,24,48,1,26,35,19,18,18,33,34,35,NA,31,23,19,33,42,43,NA,32,31,36,42,50,52,NA,37,44
"1698","New York","Tioga County",5,2,8,-2,-3,-6,-3,7,9,3,4,7,0,0,3,21,14,9,11,7,4,9,16,10,5,18,19,18,31,33,38,12,13,5,10,0,-11,-21,-16,-11,-4,-11,-28,-15,-12,-14,-4,-6,-14,-12,-8,0,-5,-5,-11,-13,-2,-32,-14,-12,-1,-5,-13,-17,-2,-4,-7,-11,-14,-11,1,-18,-5,-1,2,-5,-1,10,23,3,12,0,10,-4,8,16,-3,-4,4,2,-1,11,10,2,6,14,17,9,17,NA,16,15,13,11,3,24,19,21,12,11,16,11,28,NA,17,14,10,11,11,20,25,14,15,17,13,12,25,NA,17,17
"1699","New York","Tompkins County",4,-2,-3,-6,-6,2,-4,10,2,2,2,0,-5,-1,10,3,4,5,1,5,2,17,12,9,6,5,24,30,35,10,25,6,1,-5,-4,-9,-28,-38,-28,-33,-21,-26,-33,-34,-31,-29,-24,-26,-25,-17,-29,-17,6,7,6,8,37,-49,-31,-27,-26,-29,-31,-25,-30,-24,-27,-28,-28,-23,-9,-34,-25,-24,-23,-26,-17,1,-10,-20,-16,-19,-17,-17,-12,-15,-22,-17,-12,-16,-18,-2,-17,-16,-9,-4,-4,-6,5,1,-8,-4,-4,-5,-10,5,-9,-3,-4,-4,-4,-4,4,-1,-1,-2,-4,-2,-2,8,-4,-1,6,5,-3,2,16,3,-2,2
"1700","New York","Ulster County",4,-1,4,-3,1,3,1,8,3,2,-1,0,1,2,6,5,9,8,7,10,7,13,12,13,12,12,27,32,20,8,25,9,7,4,6,1,-16,-33,-14,-17,-12,-17,-20,-30,-18,-17,-14,-12,-15,-16,-23,-10,-4,-4,-9,-3,8,-60,-25,-12,-12,-11,-17,-23,-18,-17,-17,-13,-15,-19,-11,-25,-13,-10,-13,-14,-11,-1,-5,-4,0,-7,0,-6,7,1,-13,-3,-4,-4,-5,7,-1,-2,3,1,5,5,6,11,-2,4,3,3,-3,7,4,2,-1,4,5,3,10,6,5,6,2,4,4,11,5,3,6,5,9,10,21,12,3,11
"1701","New York","Warren County",7,9,7,-24,2,5,-5,-3,3,3,-4,-1,-4,3,3,13,8,5,8,15,1,13,17,12,0,9,29,28,47,45,51,18,12,22,11,4,-3,-25,-19,-13,0,-13,-14,-21,-13,-11,-9,-8,-7,-11,-12,-7,-9,-6,0,-5,7,-60,-27,-15,-9,-5,-18,-18,-20,-15,-22,-17,-12,-27,-12,-19,-12,-14,-13,-9,-14,-11,-7,-11,0,-10,-5,-3,11,2,-13,-7,-9,-4,-13,-3,-6,-4,-7,-1,16,12,19,29,10,0,5,11,-7,7,0,7,-1,1,15,8,10,9,10,6,1,15,13,18,14,12,11,12,23,24,30,23,12,13
"1702","New York","Washington County",-6,0,4,-15,4,-1,2,-7,1,5,0,4,-5,3,-1,9,14,10,8,4,0,2,12,13,10,12,22,37,37,34,46,24,24,19,25,8,0,-16,-15,-4,-4,0,-9,-19,-9,-10,-1,-4,2,-8,-11,-3,-6,4,-3,10,20,-55,-13,-3,7,2,-3,-8,-14,3,-8,-9,-7,-1,-2,-11,-3,1,0,0,7,9,4,6,12,7,7,14,26,21,1,0,4,0,2,11,2,7,5,8,8,19,20,17,11,5,16,5,-1,12,8,14,5,8,10,11,11,7,13,4,9,10,14,10,11,12,9,14,14,13,30,23,12,11
"1703","New York","Wayne County",4,1,-3,-6,-3,-6,-6,3,7,5,1,3,-6,1,0,12,11,10,8,10,2,12,20,15,2,10,36,36,60,47,61,37,22,23,25,18,2,-17,-4,-8,-8,-6,-7,-8,-10,-8,3,0,3,9,-3,7,35,32,35,28,64,-31,-11,-5,0,-4,-4,3,-10,-5,2,3,1,3,17,1,3,7,8,1,15,23,26,9,20,12,13,8,34,23,1,9,12,9,7,27,18,10,15,17,15,16,30,28,19,16,15,8,5,17,14,13,12,14,17,12,25,20,14,17,14,8,9,20,17,12,19,16,12,15,34,31,9,12
"1704","New York","Westchester County",-9,-11,-4,-8,-7,-7,-8,-4,-4,-3,-5,-2,-3,-4,-3,-1,2,3,6,6,-3,0,-4,2,4,5,18,20,11,1,18,10,6,-1,9,-3,-22,-38,-17,-25,-18,-19,-32,-37,-24,-22,-18,-19,-23,-23,-34,-22,-1,-4,-5,-2,0,-47,-40,-13,-16,-15,-18,-26,-26,-22,-24,-16,-17,-24,-16,-35,-21,-12,-20,-22,-15,-12,-20,-16,-8,-16,-8,-14,-4,-13,-22,-11,-9,-9,-9,-11,-17,-14,-7,-6,-5,-6,-16,-10,-15,-7,-6,-7,-9,-6,-11,-10,-7,-6,-3,-8,-4,-8,-5,-1,-2,-5,0,-2,-8,-5,2,0,1,2,5,-5,-6,2
"1705","New York","Wyoming County",-5,2,5,-11,-3,2,-3,1,8,10,-1,34,-29,-17,-6,10,9,5,3,6,-2,1,9,10,-12,6,32,33,28,45,56,29,24,17,19,13,-4,-15,-20,-18,-10,-13,-8,-4,-16,-20,-9,-12,-17,-7,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","New York","Yates County",-18,6,-8,-4,-1,-4,-6,0,11,7,7,4,-16,1,-15,33,4,9,5,6,2,4,12,12,6,5,19,28,35,45,39,11,14,14,23,10,-10,-27,-9,-21,-11,-9,-25,-13,-13,-25,-5,-8,-4,-10,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,8,26,NA,27,36,NA,NA,NA,35,NA,20,15,NA,NA,19,24,NA,28,26,NA,NA,28,31,NA,26,29,NA,NA,25,29,NA,33,39,NA,NA,26,39
"1707","North Carolina","Alamance County",1,1,1,2,6,8,-14,-3,0,-2,1,3,4,6,4,9,6,11,7,4,5,8,8,9,10,10,15,30,22,20,20,25,16,15,18,8,-4,-1,-1,3,-3,3,-6,-7,-7,-11,-10,-9,2,-5,-6,-5,-1,-3,1,3,4,-25,-15,-7,-4,-2,-1,-3,-8,-10,-3,-5,-11,-2,-6,-7,-2,2,0,-4,5,2,0,1,2,0,4,5,14,9,-1,2,0,1,5,1,-2,-3,-3,-1,0,9,3,2,3,7,-5,4,3,6,5,6,8,8,7,9,5,6,3,8,4,0,8,5,5,-4,-2,3,3,4,8,10,0,5
"1708","North Carolina","Alexander County",0,-5,4,7,21,13,-21,-3,1,-2,-8,11,10,9,5,-4,6,21,11,12,-1,8,6,15,14,16,27,38,33,38,41,53,47,38,29,30,12,2,16,14,12,21,19,10,19,-15,-16,1,14,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,12,5,7,14,13,NA,NA,NA,15,NA,21,14,NA,NA,6,NA,NA,16,16,NA,NA,12,15,26,20,12,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"1709","North Carolina","Alleghany County",NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","North Carolina","Anson County",-4,-2,12,1,-3,9,-6,-8,-4,-4,-2,0,12,17,7,13,11,9,9,9,9,13,8,30,7,13,29,39,21,23,27,30,27,28,35,15,3,6,20,21,29,3,9,2,7,-14,-4,12,13,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","North Carolina","Ashe County",30,3,-5,7,5,-16,-7,11,6,-7,5,9,-16,2,-9,3,0,20,9,3,-6,12,12,1,10,12,14,11,38,24,12,23,20,6,-4,24,-11,-8,1,4,-10,-3,16,1,-10,-22,-8,-15,-7,-3,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-2,NA,NA,-1,1,-3,-7,-2,NA,NA,NA,13,7,11,-3,NA,NA,2,11,21,-2,1,NA,NA,4,17,11,5,10,NA,NA,3,3,9,4,6,NA,NA,8,22
"1712","North Carolina","Avery County",16,15,19,15,17,-3,-3,5,6,0,9,12,-23,-8,-5,-2,7,1,0,3,-18,-19,-3,16,12,9,11,-1,3,12,34,26,14,12,-7,-15,-18,5,3,3,-3,-13,-20,-18,2,-10,-16,-15,-20,-26,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-12,1,NA,NA,5,0,3,-2,NA,NA,NA,17,11,11,-2,5,NA,NA,29,27,7,2,12,NA,NA,NA,25,22,17,NA,NA,NA,NA,36,32,10,22,NA,NA,NA
"1713","North Carolina","Beaufort County",-3,-1,-1,1,3,14,-35,-17,-10,-8,-4,-3,1,3,1,2,2,12,1,-3,0,-1,6,3,4,7,14,20,18,20,14,19,11,6,12,3,-11,-6,1,-8,-9,-5,-4,-7,-10,-14,-10,-9,4,-4,-5,-5,-4,-4,1,0,1,-14,-15,5,3,0,0,-4,0,-14,3,0,0,3,1,7,3,14,9,-6,18,17,18,10,15,10,12,12,29,23,6,13,11,9,12,20,13,0,3,-1,1,14,22,21,6,7,5,-2,-2,10,10,9,11,17,13,7,10,13,11,10,6,10,2,13,2,-4,0,5,6,6,14,20,4,9
"1714","North Carolina","Bertie County",-3,5,7,10,9,36,-22,-19,-5,-7,-1,-5,-3,9,3,6,8,24,-3,14,7,5,11,10,7,-6,12,26,20,23,25,29,12,19,20,10,6,18,16,-9,3,12,10,-3,7,0,-9,0,14,-3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","North Carolina","Bladen County",1,-7,-1,-5,3,11,-12,-6,-4,2,-4,1,2,5,8,6,11,9,6,1,-1,6,1,13,8,8,18,21,26,16,29,23,12,14,14,15,-1,10,-6,-2,4,4,11,5,2,-9,-5,-3,4,9,-4,NA,-7,-1,4,3,6,NA,-4,-1,2,1,-1,10,NA,2,1,4,3,5,15,NA,18,8,11,3,18,23,NA,19,9,11,15,14,NA,NA,17,16,17,17,17,NA,NA,19,13,12,12,16,NA,NA,18,11,12,13,4,NA,NA,25,14,22,16,16,NA,NA,22,11,21,6,18,NA,NA,8,4,16,12,6,NA,NA,21,14
"1716","North Carolina","Brunswick County",-4,-1,-1,-4,-6,-10,-15,-8,-9,-2,-4,-2,-1,0,-2,-3,4,6,-4,-10,0,1,-2,7,2,3,13,22,23,19,24,13,13,9,13,7,-8,2,-9,-7,-9,-4,1,-11,-4,-17,-14,-16,-12,-14,-17,-8,-11,-13,-7,-5,-3,-29,-21,-8,-12,-8,-12,-10,-16,-13,-8,-9,-8,-7,-5,-6,0,-2,-2,-10,6,9,9,9,4,4,4,7,19,15,4,6,5,7,10,18,12,7,2,5,5,21,33,37,16,14,0,9,7,14,17,17,12,18,14,17,28,27,21,15,17,14,4,26,21,15,15,17,16,19,38,37,29,24
"1717","North Carolina","Buncombe County",1,-1,0,-1,10,-8,-9,-2,-2,-4,1,3,0,2,-3,3,3,8,5,6,1,3,3,5,7,11,19,20,13,8,14,12,2,-1,-3,-8,-20,-16,-16,-2,-9,-26,-28,-30,-26,-25,-21,-21,-19,-24,-27,-21,-19,-19,-18,-20,-18,-48,-24,-20,-16,-16,-19,-21,-28,-21,-16,-18,-21,-20,-21,-23,-17,-14,-17,-14,-12,-15,-16,-14,-9,-11,-10,-12,-3,-6,-14,-11,-11,-11,-12,-12,-12,-16,-12,-16,-8,-12,-7,-11,-16,-8,-8,-9,-10,-7,-7,-5,-5,-2,-6,-5,-3,-6,-5,-2,-4,-2,-5,-3,-8,-6,-4,-2,-3,-4,0,-4,-8,-2
"1718","North Carolina","Burke County",-1,-1,0,1,12,5,-8,0,-1,-6,4,3,5,8,4,5,3,13,5,5,3,6,6,0,7,8,17,22,24,21,16,23,15,14,13,14,-2,-1,0,3,4,6,6,-3,-4,-15,-7,-7,2,-1,-13,-6,-8,-3,5,-1,3,-33,-7,-6,4,0,-2,0,-10,-7,2,3,-8,-3,-4,-6,-2,3,0,6,10,10,6,5,10,8,10,3,24,13,2,9,5,6,7,8,10,3,-3,-1,5,7,13,3,-1,7,2,7,4,10,8,8,7,13,9,5,11,12,6,6,3,9,2,8,1,0,-5,3,10,5,20,15,3,7
"1719","North Carolina","Cabarrus County",-6,-9,-4,-8,1,4,-11,-8,-7,-10,-3,-3,-2,-2,-5,-1,0,4,1,-1,0,-4,-3,2,2,4,24,36,17,11,24,27,16,15,19,3,-13,-6,4,11,0,-14,-18,-26,-17,-16,-13,-10,-2,-16,-20,-15,-12,-12,-7,0,-8,-43,-20,-11,-6,-7,-6,-13,-22,-14,-7,-9,-13,-8,-13,-19,-10,-3,-6,-3,3,-7,-10,-5,-1,-5,4,4,12,3,-5,0,0,0,3,-4,-8,-6,-7,-12,-4,4,-1,-8,-3,0,-14,1,-1,-4,-6,1,2,3,5,2,-4,-6,-2,1,-1,3,5,-2,-5,-2,-9,1,-1,4,1,-2,-6,-1
"1720","North Carolina","Caldwell County",-1,-5,-3,-3,7,3,-7,0,-2,-4,-1,3,2,5,6,5,4,10,8,7,2,11,2,4,6,9,16,23,20,18,17,17,15,12,13,9,-6,-4,-2,-1,-4,2,5,-8,-5,-19,-7,-7,-3,-3,-10,-8,-7,0,2,1,5,-31,-10,-2,5,2,0,1,-8,-5,1,2,-9,0,-4,-5,4,9,7,9,10,10,8,5,14,10,13,9,26,20,3,10,12,10,9,13,8,0,0,2,3,6,11,4,-2,10,2,9,7,8,11,7,13,15,15,8,13,7,2,8,5,10,7,9,3,3,-6,5,-1,3,11,12,-1,5
"1721","North Carolina","Camden County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","North Carolina","Carteret County",0,-4,0,-2,-2,1,-21,-7,-7,-5,-1,-2,2,3,3,3,3,8,3,-8,2,4,3,6,6,12,20,33,32,19,25,14,11,14,14,2,-11,-7,1,-12,-11,-4,-6,-13,-9,-17,-16,-12,-7,-11,-16,-14,-8,-6,-8,-2,-3,-28,-24,1,-10,1,0,-6,-10,-16,4,1,1,2,3,2,2,8,9,-7,20,21,21,9,7,8,14,19,33,23,7,19,13,18,30,46,27,5,5,6,4,32,46,53,26,25,15,14,14,26,29,21,26,26,26,32,42,38,26,28,29,27,24,30,23,14,18,24,26,36,45,44,30,33
"1723","North Carolina","Caswell County",2,6,2,-6,2,NA,-10,7,12,7,4,NA,NA,15,15,14,NA,NA,NA,NA,19,20,12,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,29,20,NA,6,NA,NA,33,38,NA,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","North Carolina","Catawba County",1,-2,1,-1,9,-2,-5,2,0,-5,0,7,3,7,7,7,6,9,7,5,4,9,9,6,8,11,18,24,17,16,23,23,16,15,11,3,-10,-5,-5,1,-5,4,-1,-8,-7,-22,-14,-13,-8,-14,-19,-10,-10,-8,-5,-8,-7,-39,-14,-9,-1,-4,-6,-9,-12,-10,-3,-2,-11,-1,-7,-10,1,3,2,0,6,2,-1,4,7,6,5,3,14,6,3,6,5,3,3,1,0,2,-4,-3,1,3,3,-3,1,8,1,5,3,3,1,9,6,10,4,3,5,2,4,6,5,3,1,2,0,2,-6,5,1,3,6,5,1,1
"1725","North Carolina","Chatham County",-10,-14,-8,-8,-6,-4,-31,-15,-11,-8,-12,-11,-13,-6,-7,-10,-2,-3,-7,-4,-6,-6,-7,1,-2,0,5,12,7,4,14,10,1,-4,0,-8,-17,-13,-13,-10,-10,-12,-10,-20,-15,-27,-20,-17,-17,-16,-13,-11,-18,-17,-13,-18,-11,-33,-18,-4,-4,-7,-5,-8,-18,-16,-4,-1,-14,-7,-8,-11,-3,1,-1,-9,-5,3,2,7,1,-3,2,-4,13,6,-3,0,-2,-3,-2,12,4,-7,-12,-14,-13,1,12,7,-10,5,-11,-8,-9,4,6,5,2,2,4,-2,10,10,4,4,2,-1,-2,12,6,-4,-7,-1,-1,-1,10,16,11,9
"1726","North Carolina","Cherokee County",7,6,7,2,10,-9,-3,2,5,-2,11,10,5,-2,3,7,2,10,4,9,-5,3,10,9,6,8,25,15,23,27,33,31,12,12,4,6,-2,-8,-10,-5,-10,-12,-1,-14,-12,-18,-7,-17,-8,-20,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9,8,NA,NA,17,20,13,18,7,NA,NA,NA,23,14,23,13,NA,NA,22,16,20,21,8,NA,NA,23,16,9,20,12,NA,NA,28,23,13,22,18,NA,NA,22,22
"1727","North Carolina","Chowan County",NA,NA,-22,-7,5,7,-50,-13,NA,-32,-25,9,3,6,NA,NA,5,16,19,8,-6,7,NA,8,11,7,25,24,NA,NA,22,23,18,20,10,NA,NA,-7,-16,5,12,-1,NA,NA,-22,-30,-23,-24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-4,NA,NA,NA,1,NA,-1,1,NA,NA,NA,8,NA,0,-13,NA,NA,NA,5,NA,11,-7,NA,NA,NA,-3,NA,2,-5,NA,NA,NA,1,NA,12,-5,NA,NA,NA,6
