,,,,,CONSUMERS ONLY,,,,,,,,,,
Finland,National Findiet Surveys,Adults,Animal and vegetable fats and oils,A.01.001346,"1,569",99.6%,37.33,24.74,7.61,11.70,32.31,82.97,99.76,127.53, 
Finland,National Findiet Surveys,Adults,Fruit and vegetable juices,A.01.001394,951,60.4%,273.23,279.70,1.14,4.20,175.45,810.00,"1,015.00","1,280.00", 
Finland,National Findiet Surveys,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,523",96.7%,691.31,394.16,201.52,276.50,625.00,"1,365.00","1,650.00","2,100.00", 
Finland,National Findiet Surveys,Adults,Alcoholic beverages,A.01.001534,518,32.9%,427.44,625.97,8.25,32.00,208.25,"1,580.00","2,020.00","3,116.23", 
Finland,National Findiet Surveys,Adults,Drinking water (water without any additives except,A.01.001573,"1,575",100.0%,941.89,672.70,162.16,237.13,763.45,"2,221.24","2,606.25","3,100.82", 
Finland,National Findiet Surveys,Adults,"Herbs, spices and condiments",A.01.001580,"1,575",100.0%,17.34,13.24,4.74,5.93,13.45,44.35,55.93,70.20, 
Finland,National Findiet Surveys,Adults,Products for special nutritional use,A.01.001748,688,43.7%,6.57,29.79,0.35,0.57,2.00,15.00,32.90,151.70, 
Finland,National Findiet Surveys,Adults,Composite food (including frozen products),A.01.001789,392,24.9%,36.86,29.65,8.34,10.19,27.25,99.00,123.75,150.00, 
Finland,National Findiet Surveys,Adults,"Snacks, desserts, and other foods",A.01.001877,267,17.0%,48.48,39.10,10.00,15.00,33.00,125.00,150.00,187.25, 
Finland,National Findiet Surveys,Elderly,Grains and grain-based products,A.01.000001,463,100.0%,152.98,67.70,68.17,80.01,142.40,290.39,314.65,365.15, 
Finland,National Findiet Surveys,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,451,97.4%,121.73,100.28,9.42,21.00,102.54,299.00,358.96,511.76, 
Finland,National Findiet Surveys,Elderly,Starchy roots and tubers,A.01.000467,434,93.7%,96.48,63.14,7.40,23.41,85.00,209.06,259.65,296.02, 
Finland,National Findiet Surveys,Elderly,"Legumes, nuts and oilseeds",A.01.000486,197,42.5%,17.17,23.12,0.60,0.88,5.10,67.36,80.72,104.56, 
Finland,National Findiet Surveys,Elderly,Fruit and fruit products,A.01.000544,430,92.9%,193.18,155.39,15.74,28.41,157.80,477.83,568.20,732.80, 
Finland,National Findiet Surveys,Elderly,Meat and meat products (including edible offal),A.01.000727,451,97.4%,107.03,74.05,16.14,28.34,91.72,248.83,299.93,353.97, 
Finland,National Findiet Surveys,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,222,47.9%,74.88,62.66,10.00,23.45,60.00,180.07,239.33,340.47, 
Finland,National Findiet Surveys,Elderly,Milk and dairy products,A.01.000948,457,98.7%,446.13,307.52,63.63,104.97,380.51,"1,000.00","1,185.74","1,590.00", 
Finland,National Findiet Surveys,Elderly,Eggs and egg products,A.01.001252,392,84.7%,17.19,20.51,1.01,1.68,9.89,58.22,82.71,99.48, 
Finland,National Findiet Surveys,Elderly,Sugar and confectionary,A.01.001267,453,97.8%,24.27,22.69,2.20,4.65,18.64,64.71,73.48,96.36, 
Finland,National Findiet Surveys,Elderly,Animal and vegetable fats and oils,A.01.001346,463,100.0%,36.31,23.06,7.07,11.48,32.03,82.54,101.46,111.81, 
Finland,National Findiet Surveys,Elderly,Fruit and vegetable juices,A.01.001394,216,46.7%,220.08,248.31,1.35,3.05,170.00,715.00,950.00,"1,200.00", 
Finland,National Findiet Surveys,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,454,98.1%,543.41,284.54,195.00,225.00,500.00,"1,105.00","1,275.00","1,430.00", 
Finland,National Findiet Surveys,Elderly,Alcoholic beverages,A.01.001534,95,20.5%,226.37,245.50,10.00,20.00,165.00,760.00,847.50,"1,650.00", 
Finland,National Findiet Surveys,Elderly,Drinking water (water without any additives except,A.01.001573,463,100.0%,886.53,586.88,190.29,282.29,732.29,"2,033.88","2,283.26","2,803.25", 
Finland,National Findiet Surveys,Elderly,"Herbs, spices and condiments",A.01.001580,463,100.0%,12.20,7.51,4.55,5.32,10.20,26.74,33.92,40.04, 
Finland,National Findiet Surveys,Elderly,Products for special nutritional use,A.01.001748,216,46.7%,4.00,5.29,0.40,0.60,2.60,17.40,20.10,27.50, 
Finland,National Findiet Surveys,Elderly,Composite food (including frozen products),A.01.001789,96,20.7%,37.35,27.77,7.92,11.55,28.95,94.45,113.70,150.00, 
Finland,National Findiet Surveys,Elderly,"Snacks, desserts, and other foods",A.01.001877,43,9.3%,40.84,35.07,8.25,12.50,33.00,115.00,125.00,150.00, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Grains and grain-based products,A.01.000001,306,100.0%,134.14,44.65,73.27,82.97,130.53,212.32,236.10,253.19, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,306,100.0%,116.17,61.19,33.00,44.57,107.28,222.57,267.37,295.97, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Starchy roots and tubers,A.01.000467,305,99.7%,99.44,59.20,19.16,30.18,90.52,212.17,242.74,276.46, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,213,69.6%,6.52,10.41,0.23,0.38,2.16,30.60,35.00,45.25, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Fruit and fruit products,A.01.000544,287,93.8%,110.04,93.55,7.06,16.58,86.45,289.65,336.95,460.90, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Meat and meat products (including edible offal),A.01.000727,306,100.0%,112.87,55.73,43.18,52.17,103.53,222.52,238.71,254.42, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,197,64.4%,28.08,22.80,6.00,7.80,22.50,69.54,104.48,121.86, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Milk and dairy products,A.01.000948,305,99.7%,616.27,341.69,136.56,210.71,590.10,"1,249.40","1,359.80","1,707.93", 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Eggs and egg products,A.01.001252,266,86.9%,11.93,12.24,1.07,1.80,7.86,35.78,47.41,60.24, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Sugar and confectionary,A.01.001267,302,98.7%,33.45,28.19,3.37,6.43,25.63,88.44,106.20,129.76, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Animal and vegetable fats and oils,A.01.001346,306,100.0%,31.73,14.50,13.18,15.57,29.24,56.96,65.50,76.92, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Fruit and vegetable juices,A.01.001394,270,88.2%,250.90,203.12,7.17,42.65,195.56,652.50,825.00,945.00, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,233,76.1%,220.39,206.52,25.00,42.50,157.50,578.37,827.50,987.50, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Alcoholic beverages,A.01.001534,18,5.9%,32.66,46.79,0.48,0.64,3.09,135.00,135.00,135.00, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Drinking water (water without any additives except,A.01.001573,306,100.0%,641.83,329.96,212.43,259.11,597.90,"1,237.13","1,421.79","1,728.74", 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Herbs, spices and condiments",A.01.001580,306,100.0%,16.37,8.76,6.54,7.50,14.41,35.99,38.89,44.97, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Products for special nutritional use,A.01.001748,137,44.8%,8.03,28.90,0.15,0.23,1.00,82.50,125.00,136.54, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,Composite food (including frozen products),A.01.001789,181,59.2%,18.38,17.00,3.96,5.71,13.38,48.54,54.79,67.03, 
Finland,Nutrition and wellbeing of secondary school pupils,Adolescents,"Snacks, desserts, and other foods",A.01.001877,182,59.5%,25.66,20.91,0.31,5.25,20.15,65.50,84.31,105.00, 
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Grains and grain-based products,A.01.000001,250,100.0%,223.39,91.78,97.25,116.88,211.06,382.25,438.25,504.75,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Vegetables and vegetable products (including fungi,A.01.000317,247,98.8%,54.39,41.72,7.00,10.25,45.38,142.50,159.50,198.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Starchy roots and tubers,A.01.000467,222,88.8%,62.25,39.16,15.00,18.00,55.00,131.88,168.13,195.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,"Legumes, nuts and oilseeds",A.01.000486,38,15.2%,15.92,29.91,0.69,0.75,7.50,87.50,165.00,165.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Fruit and fruit products,A.01.000544,235,94.0%,87.00,67.81,8.50,17.00,74.38,235.00,283.38,303.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Meat and meat products (including edible offal),A.01.000727,246,98.4%,67.06,41.73,12.50,21.00,57.69,145.00,166.50,205.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,96,38.4%,20.73,17.70,3.00,5.25,15.00,48.75,58.75,125.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Milk and dairy products,A.01.000948,248,99.2%,534.52,204.92,173.75,281.00,532.00,879.00,927.50,996.25,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Eggs and egg products,A.01.001252,52,20.8%,17.19,12.10,2.25,3.75,15.00,45.00,45.00,60.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Sugar and confectionary,A.01.001267,240,96.0%,29.23,24.39,3.00,5.50,22.50,77.50,86.83,124.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Animal and vegetable fats and oils,A.01.001346,249,99.6%,12.79,7.44,2.75,4.38,11.38,27.28,30.00,36.25,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Fruit and vegetable juices,A.01.001394,216,86.4%,182.32,127.11,42.50,50.00,158.13,400.00,540.50,600.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,223,89.2%,212.43,164.75,25.00,50.00,178.75,507.50,607.50,725.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Alcoholic beverages,A.01.001534,4,1.6%,137.50,152.41,37.50,37.50,75.00,362.50,362.50,362.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Drinking water (water without any additives except,A.01.001573,184,73.6%,142.17,139.13,24.50,25.00,88.75,462.10,575.00,625.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,"Herbs, spices and condiments",A.01.001580,242,96.8%,36.12,30.30,1.73,5.06,29.43,88.57,105.50,129.83,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Food for infants and small children,A.01.001715,7,2.8%,73.50,72.23,7.00,7.00,67.50,202.50,202.50,202.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Products for special nutritional use,A.01.001748,56,22.4%,4.08,4.08,0.19,0.25,2.50,11.00,11.75,15.75,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,Composite food (including frozen products),A.01.001789,250,100.0%,179.76,107.29,39.50,51.25,163.75,375.00,417.00,523.75,"Number of observations lower than 300, the 99th may not be statistically robust"
Finland,Special Turku Coronary Risk Factor Intervention Project,Other children,"Snacks, desserts, and other foods",A.01.001877,212,84.8%,53.10,42.18,7.50,12.50,44.63,127.50,140.13,160.38,"Number of observations lower than 300, the 99th may not be statistically robust"
France,Individual and national study on food consumption 2,Other children,Grains and grain-based products,A.01.000001,482,100.0%,173.79,69.71,77.54,92.20,165.39,299.36,331.34,388.78, 
France,Individual and national study on food consumption 2,Other children,Vegetables and vegetable products (including fungi,A.01.000317,478,99.2%,84.24,54.06,13.20,21.14,77.21,187.36,225.43,249.55, 
France,Individual and national study on food consumption 2,Other children,Starchy roots and tubers,A.01.000467,476,98.8%,53.68,33.25,14.29,20.00,48.05,114.29,136.97,166.29, 
France,Individual and national study on food consumption 2,Other children,"Legumes, nuts and oilseeds",A.01.000486,438,90.9%,29.24,23.41,3.57,7.14,22.86,81.09,92.86,114.43, 
France,Individual and national study on food consumption 2,Other children,Fruit and fruit products,A.01.000544,468,97.1%,91.40,66.92,12.79,21.21,77.55,215.32,249.14,289.14, 
France,Individual and national study on food consumption 2,Other children,Meat and meat products (including edible offal),A.01.000727,480,99.6%,90.40,38.40,38.30,45.31,84.84,158.64,180.87,195.73, 
France,Individual and national study on food consumption 2,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,424,88.0%,23.37,15.54,5.71,7.71,20.00,51.43,61.43,66.82, 
France,Individual and national study on food consumption 2,Other children,Milk and dairy products,A.01.000948,482,100.0%,313.46,165.73,78.32,108.66,307.30,597.56,687.73,827.80, 
France,Individual and national study on food consumption 2,Other children,Eggs and egg products,A.01.001252,418,86.7%,12.76,11.35,0.64,1.20,9.44,34.97,42.99,48.00, 
France,Individual and national study on food consumption 2,Other children,Sugar and confectionary,A.01.001267,471,97.7%,29.57,58.03,1.73,3.07,15.71,85.76,120.00,270.99, 
France,Individual and national study on food consumption 2,Other children,Animal and vegetable fats and oils,A.01.001346,482,100.0%,19.79,10.60,6.13,8.15,18.49,38.39,45.71,54.00, 
France,Individual and national study on food consumption 2,Other children,Fruit and vegetable juices,A.01.001394,374,77.6%,99.94,84.50,5.71,17.14,80.00,267.14,287.14,342.86, 
France,Individual and national study on food consumption 2,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,335,69.5%,125.74,140.83,17.14,21.43,80.71,360.00,467.14,634.29, 
France,Individual and national study on food consumption 2,Other children,Alcoholic beverages,A.01.001534,64,13.3%,3.01,5.94,0.29,0.36,1.03,14.77,28.57,34.29, 
France,Individual and national study on food consumption 2,Other children,Drinking water (water without any additives except,A.01.001573,481,99.8%,442.97,262.33,105.27,165.69,400.05,911.43,"1,021.22","1,370.58", 
France,Individual and national study on food consumption 2,Other children,"Herbs, spices and condiments",A.01.001580,481,99.8%,12.47,10.32,0.98,2.29,10.09,31.69,39.75,50.97, 
France,Individual and national study on food consumption 2,Other children,Food for infants and small children,A.01.001715,17,3.5%,144.92,137.86,1.29,2.57,142.86,471.43,471.43,471.43, 
France,Individual and national study on food consumption 2,Other children,Composite food (including frozen products),A.01.001789,9,1.9%,9.81,9.63,1.43,1.43,7.14,33.33,33.33,33.33, 
France,Individual and national study on food consumption 2,Other children,"Snacks, desserts, and other foods",A.01.001877,438,90.9%,42.15,35.58,0.00,4.29,32.93,109.29,127.14,151.43, 
France,Individual and national study on food consumption 2,Adolescents,Grains and grain-based products,A.01.000001,973,100.0%,233.94,95.02,99.04,128.86,220.92,396.05,462.49,523.19, 
France,Individual and national study on food consumption 2,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,966,99.3%,96.42,61.50,15.14,27.04,84.90,214.31,238.20,276.68, 
France,Individual and national study on food consumption 2,Adolescents,Starchy roots and tubers,A.01.000467,949,97.5%,69.62,44.51,13.29,20.47,62.29,155.64,185.71,210.71, 
France,Individual and national study on food consumption 2,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,828,85.1%,33.94,27.48,3.43,7.14,28.57,85.14,101.86,120.83, 
France,Individual and national study on food consumption 2,Adolescents,Fruit and fruit products,A.01.000544,880,90.4%,88.01,84.15,1.49,9.00,70.91,227.63,256.50,349.79, 
France,Individual and national study on food consumption 2,Adolescents,Meat and meat products (including edible offal),A.01.000727,973,100.0%,121.26,57.43,44.73,58.71,113.54,215.16,246.76,291.90, 
France,Individual and national study on food consumption 2,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,785,80.7%,26.30,21.37,3.44,5.71,20.36,68.75,80.71,99.43, 
France,Individual and national study on food consumption 2,Adolescents,Milk and dairy products,A.01.000948,972,99.9%,258.26,168.85,32.84,58.57,246.81,542.85,617.57,735.82, 
France,Individual and national study on food consumption 2,Adolescents,Eggs and egg products,A.01.001252,841,86.4%,14.27,13.07,0.96,1.89,10.47,39.47,45.57,57.87, 
France,Individual and national study on food consumption 2,Adolescents,Sugar and confectionary,A.01.001267,944,97.0%,34.69,66.64,1.01,2.57,17.14,110.11,161.80,299.71, 
France,Individual and national study on food consumption 2,Adolescents,Animal and vegetable fats and oils,A.01.001346,973,100.0%,20.54,10.95,5.95,8.11,18.75,40.50,46.58,57.90, 
France,Individual and national study on food consumption 2,Adolescents,Fruit and vegetable juices,A.01.001394,724,74.4%,128.87,109.43,1.07,21.43,107.14,349.14,414.29,485.71, 
France,Individual and national study on food consumption 2,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,761,78.2%,192.91,192.64,17.14,34.29,130.00,550.00,703.57,"1,051.43", 
