Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",Priceset1,Priceset2,Priceset3,Priceset4,Priceset5,Priceset6,Priceset7,Priceset8,Priceset9,Priceset10,Priceset11,Priceset12,Priceset13,Priceset14,Priceset15,Priceset16,Priceset17,Priceset18,Priceset19,Priceset20,Priceset21,Pricese22,Priceset23,Priceset24,Priceset25,Priceset26,Priceset27,Are you a vegetarian or a vegan?,Primaryshopper,FarmingExperience,CurrentlyFarm,Gender,Age,MaritalStatus,NumberInHousehold,Children<12,Weight,Height,ReceivedFoodStamps,CurrentlyOnFoodStamps,State,Education,Approximate / annual household income before taxes in 2012,"Hispanic, Latino, or Spanish origin?",Race,PoliticalInclination,PoliticalParty,LocationLatitude,LocationLongitude
,,0,1,0,2,0,4,0,3,,,1,1,1,3,,,1,4,1,2,,,3,1,5,1,2,7,6,3,4,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,2,1,1,2,1,5,5,1,2,165,21,2,2,29,2,4,1,1,3,1,36.120101928711,-115.08769989014
0,1,,,0,2,0,4,1,2,0,3,1,3,1,1,,,,,,,1,4,2,1,4,3,7,2,6,1,5,,,,,,,,,,,,,,,,,,,9,8,9,9,9,9,9,9,9,2,1,2,2,1,5,2,1,2,200,26,2,2,29,5,3,1,1,3,1,36.120101928711,-115.08769989014
1,3,,,0,1,0,4,1,2,0,3,1,1,,,,,1,4,,,0,2,5,1,2,5,3,7,1,4,6,,,,,,,,,,,,,,,,,,,7,7,1,1,2,8,9,5,1,2,1,2,2,1,6,2,2,2,199,23,2,2,36,4,4,1,1,3,1,41.404403686523,-81.556396484375
,,,,1,4,0,2,,,0,3,1,1,0,1,1,2,0,4,,,1,3,4,4,6,7,3,2,4,1,5,4,5,6,5,3,4,6,3,4,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,4,1,65,13,1,1,36,7,4,1,1,1,2,39.54069519043,-84.221199035645
1,4,,,0,2,,,1,1,0,4,0,3,,,1,3,0,1,,,1,2,5,5,6,2,5,4,7,1,3,4,6,6,6,4,7,5,4,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,4,1,17,10,1,1,23,2,5,1,1,5,2,33.866104125977,-118.05279541016
0,4,1,2,,,,,1,3,,,0,2,,,0,1,1,1,0,3,1,4,9,9,6,3,7,5,1,2,4,,,,,,,,,,,,,,,,,,,4,6,7,6,5,5,6,3,6,2,1,2,2,1,2,2,4,1,94,16,2,2,5,7,5,1,1,3,2,40.707901000977,-111.85549926758
0,3,,,,,1,1,0,4,0,1,,,0,2,1,2,1,3,1,4,,,8,8,6,4,5,1,7,2,3,7,2,5,7,5,2,5,5,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,2,4,1,5,17,1,1,31,6,5,1,1,3,1,25.927398681641,-80.180099487305
0,4,,,0,3,0,1,1,1,0,2,,,1,3,,,1,2,1,4,,,4,3,6,4,5,7,1,2,3,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,2,2,2,1,6,2,2,2,239,23,2,2,47,7,9,1,1,1,1,38.934799194336,-77.267196655273
1,1,0,2,0,1,,,0,4,,,,,,,1,2,0,3,1,4,1,3,7,2,1,4,2,7,3,6,5,,,,,,,,,,,,,,,,,,,6,6,1,1,5,3,5,5,6,2,1,2,2,1,6,2,2,2,205,23,2,2,18,7,8,1,1,4,4,39.016296386719,-84.598098754883
1,1,1,4,0,3,0,2,,,0,4,0,1,,,1,2,1,3,,,,,5,4,4,1,3,2,5,7,6,,,,,,,,,,3,5,7,5,5,5,4,4,4,,,,,,,,,,2,3,2,2,1,4,2,2,2,175,19,2,2,22,5,5,1,1,3,4,42.184692382812,-71.122001647949
1,4,1,2,,,0,4,,,0,1,0,3,1,1,,,0,2,,,1,3,6,6,1,6,3,4,7,2,5,,,,,,,,,,3,3,4,3,3,4,4,4,4,,,,,,,,,,2,1,2,2,1,2,2,3,1,150,22,2,2,5,4,4,1,1,4,1,32.957000732422,-117.19789886475
,,0,2,0,3,,,,,0,1,1,1,0,4,1,2,,,1,3,1,4,4,3,5,6,4,7,1,3,2,9,3,5,9,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,1,6,2,2,2,185,23,2,2,48,6,5,1,1,3,2,45.450805664062,-93.585502624512
,,0,3,0,1,0,4,1,2,,,1,1,1,3,,,0,2,1,4,,,7,2,4,2,3,7,5,6,1,,,,,,,,,,1,1,1,1,5,3,4,4,4,,,,,,,,,,2,3,2,2,1,7,5,2,2,235,22,2,2,10,2,4,1,1,4,2,28.244400024414,-82.693298339844
1,2,0,1,0,3,,,1,4,0,4,1,3,1,1,,,0,2,,,,,7,5,5,7,1,4,6,3,2,,,,,,,,,,,,,,,,,,,1,1,7,1,3,7,6,5,1,2,1,2,2,1,5,2,2,2,220,26,2,2,47,5,7,1,1,5,3,37.502304077148,-77.569297790527
,,0,1,0,4,0,2,1,2,0,3,1,1,1,3,,,1,4,,,,,7,3,2,6,4,7,1,5,3,4,2,3,1,5,5,5,3,1,,,,,,,,,,,,,,,,,,,2,3,2,2,1,6,2,2,2,220,24,2,2,11,5,4,1,1,4,2,33.984603881836,-83.697799682617
0,1,0,2,1,4,,,,,0,3,1,2,0,4,1,1,,,,,1,3,3,2,1,7,4,2,6,5,3,,,,,,,,,,,,,,,,,,,6,6,6,1,1,1,6,1,1,2,1,2,2,1,2,2,4,1,120,19,2,2,44,6,5,1,1,3,2,47.197998046875,-122.44729614258
0,1,1,3,,,,,,,0,2,1,4,0,3,1,2,0,4,,,1,1,6,6,6,4,5,3,1,2,7,3,4,3,5,6,4,6,4,5,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,3,1,180,29,1,1,33,6,5,1,1,2,2,41.103393554688,-104.90589904785
,,0,4,,,,,0,2,0,1,1,3,1,4,1,2,0,3,,,1,1,5,1,7,5,4,3,1,6,2,,,,,,,,,,,,,,,,,,,9,8,1,9,1,5,9,6,1,2,1,2,2,1,6,4,2,2,235,20,1,1,10,3,2,1,1,4,2,28.884094238281,-81.234802246094
1,3,0,1,0,3,0,2,1,4,,,1,1,0,4,1,2,,,,,,,6,6,3,6,5,7,4,1,2,,,,,,,,,,3,7,8,2,7,1,4,5,5,,,,,,,,,,2,3,1,2,1,6,4,2,2,220,23,2,2,33,7,8,1,1,3,4,28.923492431641,-81.918502807617
0,3,,,0,1,0,4,1,3,0,2,1,2,,,1,4,1,1,,,,,2,1,3,1,4,5,7,6,2,,,,,,,,,,9,7,9,9,7,9,7,9,9,,,,,,,,,,1,1,2,2,1,6,4,1,2,175,25,2,2,5,3,3,1,2,2,1,33.831497192383,-118.18470001221
,,1,3,0,3,0,2,,,,,1,4,0,4,0,1,1,2,1,1,,,6,3,1,2,4,7,3,5,6,,,,,,,,,,7,6,5,1,1,3,4,2,8,,,,,,,,,,2,3,1,1,1,6,2,2,2,220,24,2,2,36,5,6,1,1,5,2,41.60710144043,-80.878898620605
1,4,0,2,1,2,,,0,4,1,3,,,0,1,0,3,,,1,1,,,4,6,6,1,5,7,3,2,4,3,2,2,1,1,2,8,2,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,3,1,75,21,2,2,16,3,6,1,1,2,2,40.124099731445,-82.382797241211
,,0,2,0,1,,,0,4,,,1,2,1,1,1,3,0,3,1,4,,,4,1,2,5,1,6,3,4,7,1,3,3,1,4,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,1,4,2,2,2,170,23,2,2,13,2,5,1,1,3,2,43.613494873047,-116.20349884033
1,4,0,1,,,0,4,0,3,1,3,1,1,,,,,0,2,,,1,2,6,3,2,4,3,6,7,5,1,,,,,,,,,,2,2,9,2,5,3,2,5,3,,,,,,,,,,2,2,2,2,1,7,2,2,2,128,19,2,2,21,3,3,1,1,4,4,39.634796142578,-77.027099609375
1,1,0,2,0,1,,,,,0,3,1,3,,,,,0,4,1,2,1,4,5,3,4,6,5,7,2,1,3,1,9,1,1,5,5,5,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,1,7,2,2,2,230,18,2,2,11,5,5,1,1,5,2,34.014694213867,-85.265403747559
,,1,2,1,3,0,2,1,1,0,1,1,4,0,3,,,0,4,,,,,9,9,6,1,4,2,7,5,3,,,,,,,,,,,,,,,,,,,6,6,7,4,3,1,4,4,6,2,1,2,2,1,3,2,4,1,157,20,1,2,33,6,5,1,1,3,4,40.675994873047,-73.962898254395
,,0,2,0,3,0,1,,,,,1,1,,,1,2,0,4,1,3,1,4,6,6,5,6,4,7,1,3,2,1,2,2,1,5,5,5,5,1,,,,,,,,,,,,,,,,,,,2,1,1,2,1,4,2,3,2,185,19,2,2,34,6,7,1,1,5,4,35.078506469727,-78.933601379395
0,1,0,2,,,,,1,3,1,2,1,4,0,3,0,4,1,1,,,,,9,2,1,4,6,3,2,7,5,,,,,,,,,,,,,,,,,,,9,5,7,8,9,6,3,1,4,2,2,1,2,1,6,4,2,2,175,25,2,2,36,3,3,1,1,5,2,41.445205688477,-81.699600219727
,,0,3,0,4,,,0,2,0,1,1,4,,,,,1,3,1,2,1,1,5,1,3,6,4,7,1,5,2,,,,,,,,,,,,,,,,,,,9,1,1,1,1,5,5,5,1,2,2,2,2,1,6,2,2,2,215,21,2,2,20,3,3,1,1,2,1,43.714996337891,-70.345199584961
,,0,3,0,1,0,4,1,1,,,1,2,1,4,0,2,1,3,,,,,8,1,2,3,5,7,6,4,1,,,,,,,,,,5,5,6,2,7,3,2,5,3,,,,,,,,,,2,1,2,2,1,7,2,2,2,180,19,2,2,14,6,5,1,1,1,1,41.874496459961,-87.650299072266
,,0,2,0,1,,,1,3,1,4,1,1,0,4,,,1,2,0,3,,,7,2,4,2,1,5,6,7,3,1,5,1,1,5,5,5,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,2,2,160,22,2,2,50,5,3,1,1,2,1,43.022796630859,-88.007598876953
,,0,1,0,4,0,3,1,1,0,2,1,3,1,2,,,1,4,,,,,6,1,3,2,5,7,4,6,1,,,,,,,,,,,,,,,,,,,7,7,1,7,7,7,5,7,7,2,1,1,2,1,6,2,2,2,225,25,2,2,39,4,3,1,1,3,4,40.245498657227,-77.02269744873
,,,,0,2,0,1,1,1,0,3,1,2,1,4,0,4,1,3,,,,,7,1,1,4,5,7,2,6,3,,,,,,,,,,7,5,7,2,7,3,7,5,3,,,,,,,,,,2,3,1,2,2,3,2,4,1,180,21,1,2,5,3,3,5,1,1,5,33.949401855469,-116.97750091553
1,3,0,3,0,4,0,2,1,2,0,1,1,1,1,4,,,,,,,,,6,1,2,4,5,7,1,6,3,,,,,,,,,,,,,,,,,,,7,7,1,1,2,9,5,5,1,2,3,2,2,2,6,2,2,2,180,14,1,2,48,6,4,1,3,3,1,46.318206787109,-119.37680053711
1,4,0,2,0,3,,,1,3,0,1,1,2,,,,,1,1,0,4,,,1,1,3,2,1,7,6,5,4,,,,,,,,,,2,7,9,2,7,9,7,8,3,,,,,,,,,,2,1,2,2,1,7,4,1,2,150,22,2,2,38,7,3,1,1,2,4,45.450897216797,-122.69619750977
1,1,,,0,1,0,2,0,4,0,3,1,4,1,2,,,1,3,,,,,8,1,2,5,3,7,1,4,6,,,,,,,,,,5,5,9,9,7,9,7,5,9,,,,,,,,,,2,3,2,2,1,1,1,4,2,195,22,2,2,23,2,2,1,5,1,4,43.679702758789,-85.561897277832
,,0,4,0,1,1,4,0,2,,,1,3,1,2,,,0,3,,,1,1,2,1,4,6,7,5,1,3,2,1,6,6,1,4,5,2,5,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,4,1,2,2,185,22,1,2,39,5,2,1,1,3,4,40.876800537109,-80.261100769043
1,2,0,1,0,3,0,4,1,1,,,1,4,1,3,,,0,2,,,,,3,1,2,5,4,7,1,3,6,,,,,,,,,,,,,,,,,,,2,4,2,2,2,2,5,8,8,2,3,2,2,1,4,2,2,2,150,13,1,2,48,2,2,1,1,1,4,38.831802368164,-77.288803100586
1,4,0,3,,,0,1,1,2,0,2,1,1,0,4,1,3,,,,,,,7,2,2,4,5,7,1,6,3,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,2,2,2,2,1,4,1,2,2,184,19,2,2,10,5,3,1,1,5,2,28.016998291016,-80.673599243164
,,,,0,1,0,3,0,2,0,4,1,4,,,1,1,,,1,3,1,2,6,5,2,7,5,4,6,3,1,,,,,,,,,,7,5,5,5,8,6,3,4,1,,,,,,,,,,2,1,2,2,1,2,2,4,1,90,12,1,1,14,6,9,1,1,3,1,35.460494995117,-97.397399902344
,,,,1,1,,,0,1,0,2,,,1,2,1,4,1,3,0,3,0,4,9,5,4,2,7,1,5,3,6,8,8,2,1,1,8,1,8,1,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,3,1,78,35,2,2,33,7,8,1,1,1,2,40.768402099609,-73.777099609375
1,2,0,4,0,2,,,0,3,0,1,,,,,1,3,,,1,4,1,1,3,1,2,5,3,7,4,6,1,,,,,,,,,,5,7,9,2,7,9,2,5,2,,,,,,,,,,2,2,2,2,1,4,2,2,2,185,26,2,1,50,5,5,1,1,2,1,43.755996704102,-88.366600036621
1,2,0,1,,,0,4,,,0,3,,,1,1,1,4,,,1,3,0,2,6,3,1,3,4,7,6,2,5,1,3,3,1,5,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,1,4,1,2,2,325,25,2,2,14,5,8,1,1,4,2,38.601898193359,-89.913803100586
,,0,2,0,3,0,4,1,3,0,1,,,,,1,2,,,1,1,1,4,5,1,4,6,5,7,1,3,2,6,2,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,2,3,2,2,1,6,2,2,2,195,24,2,2,24,7,3,1,14,5,2,45.050598144531,-93.244598388672
,,0,4,0,2,1,3,1,4,,,1,1,0,3,,,0,1,1,2,,,4,2,7,4,5,3,1,6,2,,,,,,,,,,,,,,,,,,,9,4,1,3,9,4,5,3,1,2,1,2,2,2,5,1,2,1,170,14,2,2,39,2,1,1,1,4,2,41.280807495117,-75.896202087402
,,0,3,0,1,0,4,,,0,2,1,1,,,1,4,,,1,2,1,3,3,1,1,5,4,7,2,6,3,1,3,3,1,4,5,5,1,4,,,,,,,,,,,,,,,,,,,2,3,2,2,1,3,1,2,2,210,28,2,2,10,3,2,1,1,2,1,26.288803100586,-81.529998779297
0,3,0,1,1,2,,,1,1,0,2,1,3,1,4,,,0,4,,,,,8,5,5,2,6,7,3,4,1,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,2,2,2,2,1,6,2,2,2,208,22,2,2,6,7,6,1,1,2,1,39.07470703125,-104.8104019165
,,0,2,0,3,0,4,1,3,,,1,1,1,2,,,0,1,1,4,,,5,3,3,6,2,7,5,1,4,6,6,6,1,4,5,6,6,6,,,,,,,,,,,,,,,,,,,2,1,2,2,1,6,2,2,2,192,22,2,2,31,5,5,1,1,4,2,40.424194335938,-74.174598693848
1,4,,,0,2,1,3,1,2,0,3,,,0,1,0,4,,,,,1,1,6,6,1,3,7,4,5,2,6,,,,,,,,,,,,,,,,,,,3,8,5,1,1,3,5,5,4,2,1,1,1,1,2,2,3,1,50000,5,2,1,21,7,6,1,1,1,1,10.183303833008,-67.449996948242
,,0,2,0,4,0,1,1,3,0,3,1,1,1,4,,,1,2,,,,,5,4,2,4,7,6,1,3,5,,,,,,,,,,1,5,1,5,4,1,4,4,5,,,,,,,,,,2,3,2,2,1,7,2,2,2,235,27,2,2,22,6,5,1,1,1,1,42.458602905273,-71.359703063965
0,1,0,3,,,,,1,2,0,2,1,4,1,1,0,4,1,3,,,,,4,1,1,2,3,7,5,6,4,,,,,,,,,,,,,,,,,,,6,3,4,1,6,3,5,1,1,2,1,2,2,1,7,1,1,2,175,20,2,2,11,2,3,1,1,4,2,33.554702758789,-84.187202453613
,,,,,,0,3,0,4,0,2,1,3,1,2,0,1,1,1,,,1,4,7,8,2,5,4,3,6,1,7,,,,,,,,,,4,4,3,2,3,5,3,5,1,,,,,,,,,,2,1,2,2,1,2,2,3,1,176,21,1,2,5,6,5,1,1,3,2,41.915298461914,-88.128700256348
0,1,,,,,0,2,1,2,0,3,1,1,,,1,4,1,3,,,0,4,7,2,3,5,4,2,7,6,1,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,8,1,1,2,1,2,2,2,2,1,4,1,120,14,1,2,36,3,4,1,1,4,2,40.372604370117,-83.747703552246
0,2,0,3,0,4,0,1,1,4,,,,,1,2,,,1,1,1,3,,,4,5,2,1,4,7,6,5,3,,,,,,,,,,,,,,,,,,,2,2,3,2,3,2,3,2,9,2,1,2,2,1,7,1,1,2,154,14,2,2,31,7,4,1,1,1,1,39.365203857422,-74.437797546387
,,0,4,0,1,,,0,3,1,1,1,3,,,,,0,2,1,2,1,4,5,5,4,6,5,2,3,7,1,,,,,,,,,,,,,,,,,,,7,5,4,5,7,7,6,5,6,2,1,2,2,1,2,2,4,1,98,7,1,2,33,7,5,1,1,1,1,39.917098999023,-76.725601196289
,,0,2,0,4,,,0,1,,,1,4,1,2,,,1,1,1,3,0,3,8,5,4,5,2,7,6,1,3,,,,,,,,,,3,5,5,2,6,1,2,5,3,,,,,,,,,,2,1,2,2,1,3,1,1,2,190,26,1,2,11,3,3,1,1,1,1,33.811904907227,-84.550399780273
0,2,0,1,0,3,1,3,,,0,4,1,1,,,,,1,4,1,2,,,5,6,5,7,4,3,6,1,2,7,7,8,7,8,7,7,7,7,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,4,1,97,6,1,2,31,6,5,1,1,1,1,35.146194458008,-78.994300842285
,,0,4,0,3,0,2,1,1,0,1,1,4,,,1,2,,,1,3,,,8,8,5,3,1,7,2,4,6,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,1,2,1,1,2,7,1,5,2,450,2,1,1,10,1,1,2,5,6,5,26.005996704102,-81.536697387695
1,3,0,2,,,1,4,1,1,0,1,,,0,3,1,2,,,,,0,4,6,2,3,2,4,5,7,6,1,,,,,,,,,,,,,,,,,,,7,7,1,7,7,7,3,3,7,2,1,1,2,1,6,2,2,2,203,21,2,2,19,5,4,1,1,3,2,31.683502197266,-93.119697570801
1,3,,,,,0,1,0,4,,,1,2,0,2,1,4,,,1,1,0,3,6,5,2,1,4,6,5,3,7,,,,,,,,,,6,7,5,3,3,3,4,8,2,,,,,,,,,,2,1,2,2,1,2,2,3,1,190,20,2,2,10,5,6,1,1,2,2,28.292694091797,-82.627899169922
,,0,4,0,3,0,1,,,0,2,1,1,,,1,4,,,1,2,1,3,4,4,5,3,4,7,1,6,2,,,,,,,,,,,,,,,,,,,4,4,1,1,5,5,4,4,1,2,3,2,2,1,6,2,2,2,165,20,2,2,33,6,4,1,1,2,4,42.794403076172,-73.865097045898
1,1,0,1,0,4,0,2,1,2,0,3,,,1,4,1,3,,,,,,,6,3,2,5,7,3,4,1,6,,,,,,,,,,,,,,,,,,,2,4,5,2,2,4,5,5,1,2,3,2,2,1,2,2,4,1,170,23,2,2,39,5,8,1,1,2,1,40.180404663086,-74.892997741699
,,0,2,0,3,0,4,1,4,0,1,1,2,,,1,3,,,1,1,,,3,1,1,5,3,6,7,2,4,,,,,,,,,,3,1,6,2,6,3,2,9,3,,,,,,,,,,2,1,1,2,1,6,4,1,2,325,26,2,2,26,3,2,1,1,4,4,37.148895263672,-93.26139831543
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,0,3,1,3,1,2,,,1,4,0,4,,,1,1,,,0,2,4,2,2,4,6,7,3,5,1,,,,,,,,,,5,5,5,5,5,1,3,4,3,,,,,,,,,,2,1,1,2,2,4,4,1,2,170,19,2,2,44,5,3,1,1,2,1,29.960693359375,-95.740898132324
,,0,3,,,0,1,1,2,,,1,3,1,1,0,2,0,4,,,1,4,9,9,3,6,7,5,4,2,1,,,,,,,,,,,,,,,,,,,7,7,1,2,1,6,8,3,6,2,1,2,2,2,5,1,1,2,155,18,1,2,33,4,5,3,1,4,1,41.018798828125,-73.775901794434
,,,,0,4,0,2,1,3,0,3,1,4,,,,,0,1,1,2,1,1,4,2,3,7,4,6,1,2,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,3,2,2,1,4,2,3,2,1,17,1,2,41,3,3,1,2,4,1,34.966003417969,-81.080703735352
1,3,0,3,0,2,0,1,1,4,0,4,1,1,1,2,,,,,,,,,6,2,4,6,5,3,7,1,2,1,3,6,1,4,5,5,5,6,,,,,,,,,,,,,,,,,,,2,1,1,2,2,3,2,4,1,108,15,2,2,14,6,7,1,1,3,4,41.39289855957,-88.568298339844
1,3,0,1,0,2,,,,,1,2,1,1,,,0,4,1,4,0,3,,,2,2,2,6,3,7,4,1,5,8,4,1,8,5,2,5,3,8,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,1,1,2,210,17,2,2,37,5,3,1,1,2,1,35.483505249023,-97.653999328613
0,3,,,1,4,0,4,1,2,0,1,1,3,0,2,,,1,1,,,,,6,1,7,2,4,1,5,6,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,2,4,1,150,19,2,2,36,3,3,1,1,3,4,41.461502075195,-84.553100585938
1,3,,,0,1,0,4,0,3,0,2,1,4,1,1,1,2,,,,,,,4,2,5,3,2,7,4,6,1,3,2,6,5,6,5,6,3,6,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,2,2,2,135,19,1,2,11,4,5,1,2,2,4,33.511993408203,-83.949600219727
0,4,0,2,1,2,,,1,1,0,3,1,3,,,,,1,4,,,0,1,5,3,1,4,5,7,2,3,6,,,,,,,,,,,,,,,,,,,2,6,1,1,2,2,6,2,9,2,1,2,2,2,4,4,1,2,140,14,1,2,10,5,2,1,1,6,4,28.389892578125,-81.436599731445
1,2,,,,,0,2,0,4,1,3,1,1,0,3,0,1,1,4,,,,,5,5,4,7,6,2,5,1,3,4,3,5,3,6,3,6,3,4,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,4,1,15,17,1,1,33,2,5,1,1,5,2,38.063507080078,-83.936302185059
,,0,2,0,1,,,,,0,3,,,1,1,1,2,0,4,1,3,1,4,3,1,3,5,4,6,1,7,2,,,,,,,,,,,,,,,,,,,2,7,2,3,2,7,9,5,7,2,1,1,2,1,3,1,1,2,275,26,1,1,11,6,1,1,2,3,4,33.89909362793,-84.253700256348
,,0,2,0,4,,,1,3,0,3,1,2,,,1,4,0,1,,,1,1,5,8,6,5,2,7,4,3,1,,,,,,,,,,1,1,1,1,1,1,9,5,5,,,,,,,,,,2,1,2,2,1,6,2,2,2,175,23,2,2,14,5,9,1,1,2,1,41.922393798828,-87.652397155762
,,0,1,0,4,0,2,,,,,1,2,1,3,1,1,0,3,,,1,4,3,2,3,6,1,7,4,2,5,,,,,,,,,,,,,,,,,,,2,7,1,1,8,8,5,5,1,2,1,2,2,2,3,1,1,2,145,12,2,2,36,7,3,1,1,2,1,40.253997802734,-83.368499755859
1,2,0,1,,,0,2,1,1,0,3,,,1,4,,,0,4,1,3,,,5,4,4,6,2,7,5,1,3,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,1,2,1,6,2,2,2,147,20,2,2,22,6,9,1,1,3,1,42.197296142578,-71.44100189209
,,0,3,,,0,1,1,2,0,2,1,1,0,4,1,3,,,1,4,,,6,2,1,3,5,7,4,6,2,,,,,,,,,,7,7,7,7,7,7,7,7,7,,,,,,,,,,2,3,2,2,1,4,1,2,2,183,19,2,2,10,5,3,1,1,5,2,27.910705566406,-80.635101318359
,,0,1,,,1,3,,,1,1,0,3,,,0,4,0,2,1,4,1,2,7,7,5,7,6,4,1,3,2,,,,,,,,,,,,,,,,,,,7,6,6,6,5,6,6,6,8,2,1,1,1,1,2,5,3,1,8,9,1,,1,6,5,1,1,5,2,41.649993896484,-83.674102783203
,,0,1,0,4,,,0,3,0,2,1,1,1,4,1,2,,,1,3,,,3,2,2,7,1,3,5,6,4,,,,,,,,,,,,,,,,,,,4,4,4,4,5,4,5,4,4,2,1,2,2,2,6,4,2,2,150,18,2,2,50,5,6,1,1,4,1,43.32080078125,-88.031402587891
1,4,0,2,0,3,1,2,,,0,1,1,1,1,3,,,0,4,,,,,2,1,2,5,3,7,6,4,1,,,,,,,,,,8,8,8,8,8,8,7,8,8,,,,,,,,,,1,1,2,2,2,2,1,1,2,125,18,2,2,34,5,2,1,1,4,4,35.949996948242,-78.961601257324
0,4,0,2,1,4,0,3,1,1,1,3,1,2,,,,,0,1,,,,,4,2,3,1,4,2,7,5,6,,,,,,,,,,,,,,,,,,,4,4,1,1,5,3,5,5,1,2,1,2,2,1,2,2,3,1,218,19,2,2,18,3,2,4,1,4,2,37.141998291016,-84.558403015137
0,1,,,0,4,1,3,1,4,0,2,1,1,,,,,,,0,3,1,2,9,9,1,7,2,3,5,6,4,,,,,,,,,,5,8,6,8,1,5,4,4,3,,,,,,,,,,2,1,2,2,1,2,2,3,1,90,19,2,2,33,5,5,1,1,3,2,38.162796020508,-85.519996643066
,,0,4,0,1,0,3,0,2,,,,,1,4,1,2,,,1,1,1,3,2,2,2,5,1,7,4,3,6,,,,,,,,,,,,,,,,,,,9,9,1,9,5,5,5,5,1,2,1,2,2,2,7,5,1,2,138,15,2,2,24,3,3,1,1,4,4,46.306701660156,-94.100799560547
0,4,,,,,,,1,2,,,1,1,1,4,0,1,1,3,0,2,0,3,7,1,1,3,4,5,6,7,2,1,3,3,1,9,1,5,3,9,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,2,3,2,199,26,1,1,43,3,1,1,1,1,4,35.13639831543,-89.772598266602
1,4,0,3,0,2,0,1,1,2,,,1,1,,,,,,,1,3,0,4,5,3,4,2,3,7,1,6,5,,,,,,,,,,,,,,,,,,,9,9,1,1,8,4,9,5,1,2,1,2,2,2,6,2,2,2,125,13,2,2,18,2,5,1,1,5,2,38.044006347656,-85.367301940918
1,1,0,2,0,4,0,3,0,1,,,1,2,1,4,,,,,1,3,,,2,1,1,6,4,7,2,3,5,,,,,,,,,,3,1,9,9,7,3,8,5,1,,,,,,,,,,2,1,2,2,2,6,5,1,2,238,14,1,1,39,2,1,1,1,3,1,40.473403930664,-79.990303039551
0,1,,,1,3,0,4,,,0,2,1,2,0,3,1,4,1,1,,,,,9,9,6,7,2,1,4,5,3,2,3,6,1,2,8,7,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,4,1,191,26,2,2,5,5,5,1,1,3,2,38.95930480957,-94.681098937988
0,2,,,1,4,1,2,0,3,0,4,1,1,0,1,,,,,1,3,,,4,4,7,3,6,5,4,2,1,5,2,4,5,1,4,1,6,3,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,4,1,1987,3,1,1,45,7,6,1,1,5,1,33.899002075195,-118.16510009766
